,id,app_name,prime_genre,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,ver,cont_rating
1077,502344938,OnSong,Music,75674624,USD,24.99,1576,33,4,4.5,1.99995,4+
1078,502912815,Regal Cinemas,Entertainment,76895232,USD,0,13257,109,4.5,5,4.3.2,4+
1079,503090249,RecordOrders,Business,61618176,USD,1.99,41,0,4,0,1.8.72,4+
1080,503092422,Ski Safari,Games,161255424,USD,0.99,45121,1168,5,4.5,1.5.4,4+
1081,503190232,Bridge Constructor,Games,145968128,USD,1.99,11187,5,4.5,5,5.9,4+
1082,504001448,"Muscle Premium - Human Anatomy, Kinesiology, Bones",Medical,1101865984,USD,19.99,406,3,4.5,3.5,7.1.02,12+
1083,504170504,Louvre HD,Lifestyle,125812736,USD,1.99,1129,93,5,5,4.4,4+
1084,504201783,The Fourth Dimension,Education,9167872,USD,2.99,609,12,4.5,5,1.7,4+
1085,504270602,Ryanair - Cheapest Fares,Travel,116411392,USD,0,175,3,2.5,4.5,3.32.0,4+
1086,504280284,Mon compte pour Free Mobile - Conso & Messagerie,Utilities,19538944,USD,1.99,0,0,0,0,6.3,4+
1087,504575083,Tank Hero: Laser Wars,Games,23957504,USD,0.99,1418,138,4.5,4,1.3,9+
1088,504614735,Ugly Meter PRO™,Entertainment,12806454,USD,4.99,144,36,2.5,1.5,1.2,4+
1089,504631398,USA TODAY,News,96060416,USD,0,61724,100,3.5,4.5,4.14.1,4+
1090,504677517,CoPilot GPS  Car Navigation & Offline Maps,Navigation,82534400,USD,0,3582,70,4,3.5,10.0.0.984,4+
1091,504835984,Virtual Gastric Band Hypnosis - Lose Weight Fast!,Health & Fitness,689295360,USD,6.99,53,13,4.5,4.5,3.0.2,4+
1092,505066327,Fake call from the Easter Bunny,Entertainment,15771648,USD,0,39,2,2,1,3,4+
1093,505080575,TTPlayer - The Cinema In My Pocket,Entertainment,15943044,USD,2.99,164,22,4,3.5,1.2.3,4+
1094,505253234,Charity Miles: Walking & Running Distance Tracker,Health & Fitness,140154880,USD,0,3115,87,4,4.5,4.2.2,4+
1095,505311207,Battlefield™ Companion,Social Networking,58883072,USD,0,689,338,2.5,2.5,3.0.4,12+
1096,505365608,WikiCamps Australia,Travel,23020544,USD,4.99,10,0,4.5,0,2.5.1,4+
1097,505488770,Impots.gouv,Finance,9299968,USD,0,0,0,0,0,2.6.0,4+
1098,505728417,Freeform  watch live TV & stream full episodes,Entertainment,56845312,USD,0,18492,8,2.5,4.5,4.2.3,12+
1099,506003812,"Paper by FiftyThree - Sketch, Diagram, Take Notes",Productivity,134009856,USD,0,18219,5,4,4,3.6.9,4+
1100,506007254,Dikie & Dukie: Learn to Read in Spanish HD,Games,47760353,USD,2.99,2,2,3,3,1.2,4+
1101,506141837,"Whisper - Share, Express, Meet",Social Networking,98764800,USD,0,39819,58,4,3,8.6.1,17+
1102,506460513,Emoji>,Entertainment,130970624,USD,0,55338,455,4.5,4.5,8.9,9+
1103,506462353,Emoji - inTextMoji Pro ;),Entertainment,130950144,USD,0.99,7204,337,4.5,4.5,7.9,9+
1104,506627515,Hay Day,Games,113641472,USD,0,567344,4887,4.5,4.5,1.33.134,4+
1105,507051584,Nom Nom Paleo,Food & Drink,51230720,USD,5.99,2555,44,4.5,4,3.3,4+
1106,507056600,Lingji tarot-nice and funny in line with tarot cards,Entertainment,64246784,USD,0.99,11,3,3,5,3.2.1,4+
1107,507874739,Google Drive - free online storage,Productivity,185695232,USD,0,59255,599,4.5,4.5,4.2017.17212,4+
1108,507937883,THE KING OF FIGHTERS-i 2012,Games,1196212224,USD,2.99,228,228,4.5,4.5,1.0.4,12+
1109,508433124,Real Pool 3D,Games,76383232,USD,1.99,1156,77,4,4,2.1,4+
1110,508558296,Cooking Academy (Full),Games,43375753,USD,1.99,475,475,4.5,4.5,1.0.1,4+
1111,509260769,iSleep Easy - Meditations for Restful Sleep,Health & Fitness,178581504,USD,3.99,664,70,4.5,4.5,6.23,4+
1112,509987785,"Pic Jointer  Photo Collage, Camera Effects Editor",Photo & Video,81019904,USD,0,51330,58,4.5,4.5,5,4+
1113,509993510,Smule Sing!,Music,109940736,USD,0,119316,33,4.5,4,5.2.3,9+
1114,510119487,AnatomyMapp,Medical,104392704,USD,9.99,23,3,3.5,3.5,1.5,4+
1115,510173686,Inspiration Maps VPP,Education,174490624,USD,9.99,112,8,4,3,2.1,4+
1116,510301841,Toca Kitchen Monsters,Education,64406528,USD,0,8062,197,4,3.5,1.0.5,4+
1117,510461370,Bike Race Pro - Top Motorcycle Racing Game,Games,119231488,USD,0.99,26881,5,4.5,3.5,7.4.3,4+
1118,510461758,Bike Race - Top Motorcycle Racing Games,Games,120187904,USD,0,405007,4053,4.5,5,7.3.11,4+
1119,510717503,KeyBank Mobile,Finance,32492544,USD,0,623,1,2.5,1,4.1.0,17+
1120,510855668,Amazon Music,Music,77778944,USD,0,106235,4605,4.5,5,6.5.0,4+
1121,511332635,Sonic The Hedgehog 4™ Episode II,Games,721056768,USD,2.99,5606,44,3.5,4,2.1.4,9+
1122,511841016,Extreme Fishing 2 Free,Games,54148397,USD,0,12002,759,4.5,3.5,1.0.9,4+
1123,511985746,Puppet Pals Pocket Director's Pass,Education,86945792,USD,1.99,7,0,4.5,0,1.9.2,4+
1124,512142109,Max Payne Mobile,Games,1428322304,USD,2.99,2183,64,4.5,4,1.4.3,17+
1125,512393983,"Postmates - Food Delivery, Faster",Food & Drink,87960576,USD,0,9519,3,3.5,4,3.9.21,4+
1126,512727332,Flipagram,Photo & Video,84792320,USD,0,79905,324,4.5,4.5,8.19.2,12+
1127,512939461,Subway Surfers,Games,156038144,USD,0,706110,97,4.5,4,1.72.1,9+
1128,513445705,Easter Bunny Tracker Fun,Entertainment,10027923,USD,0,83,80,3,3,1.7,4+
1129,514345557,Home Design 3D GOLD,Productivity,207154176,USD,9.99,9889,262,4.5,4.5,4.1.1,4+
1130,514634235,Papa's Burgeria,Games,42811392,USD,2.99,1589,60,4.5,4.5,1.1.3,4+
1131,515094775,Bazaart Photo Editor Pro and Picture Collage Maker,Photo & Video,120474624,USD,0,4909,479,4.5,5,4.6.3,4+
1132,515114051,Baldur's Gate: Enhanced Edition,Games,2441125888,USD,9.99,1454,102,4,4,1.3.1,12+
1133,515840296,Hidden World,Games,104166400,USD,1.99,279,21,4.5,4.5,1.0.5,4+
1134,515850648,Prize Wheel ™,Entertainment,36770816,USD,0,3287,88,4,4,7.1.4,17+
1135,515884174,Flick Home Run ! HD,Games,21049015,USD,0.99,2144,1700,4.5,4.5,1.3.3,4+
1136,515890480,Little Writer - The Tracing App for Kids,Education,37417984,USD,0.99,1348,2,4.5,3,2,4+
1137,516349924,Slingshot Racing,Games,78962688,USD,0.99,3189,1459,4.5,4.5,1.3.2.0,4+
1138,516561342,"LINE Camera - Photo editor, Animated Stamp, Filter",Photo & Video,77113344,USD,0,3978,58,4.5,5,14.0.4,4+
1139,516875543,Offroad Legends,Games,96497664,USD,0.99,22281,49,4.5,4,1.3.3,4+
1140,517260318,Bejeweled Classic HD,Games,151254016,USD,0,70926,927,4.5,4.5,2.1,4+
1141,517271093,Virtua Tennis Challenge,Games,401727488,USD,4.99,1339,459,4,4,1.2,4+
1142,517329357,Dark Sky Weather,Weather,20826112,USD,3.99,10014,514,4,4.5,5.2.9,4+
1143,517409040,Translator !!,Productivity,27192320,USD,9.99,128,4,4,3,1.6.2,4+
1144,517488939,Cortex Camera,Photo & Video,3409920,USD,2.99,346,14,4,4,2.12,4+
1145,517642765,Weaphones: Firearms Simulator Volume 1,Games,61468672,USD,2.99,1478,72,4.5,4.5,2.3.1,12+
1146,517685886,Le Havre (The Harbor),Games,157290496,USD,4.99,2125,561,4.5,4.5,1.4.1,4+
1147,517812925,Block Story Premium,Games,224559104,USD,2.99,734,23,4,4.5,11.2.3,9+
1148,517871755,"You Doodle - draw on photos & pictures, add text",Photo & Video,72188928,USD,0,8520,49,4.5,4.5,7.5.8,4+
1149,517989834,SuperPhoto - Photo Effects & Filters,Photo & Video,55636992,USD,0,1952,29,4.5,4.5,4.39,4+
1150,518158653,FreePrints  Photos Delivered,Photo & Video,112790528,USD,0,26060,0,5,0,2.11.3,4+
1151,518684914,"Depop - Buy, Sell and Share",Shopping,85724160,USD,0,2478,109,4.5,4,1.35,12+
1152,519052678,FOCUS Online - Aktuelle Nachrichten,News,68831232,USD,0,373,8,4.5,5,2.282,12+
1153,519077434,Text 2 Group Pro - Quickly send SMS messages,Productivity,49426432,USD,2.99,2798,277,4,4.5,7.5,4+
1154,519296448,Onion Browser - Secure & Anonymous Web with Tor,Utilities,42329088,USD,0,691,1,3.5,5,1.7.6,17+
1155,519530925,Visual Anatomy,Medical,215178240,USD,2.99,571,28,4.5,4.5,5.5,12+
1156,519640317,Alice in the Mirrors of Albion: Hidden object game,Games,1222732800,USD,0,47382,50,4,4.5,5.9.3,4+
1157,519781433,Burrito Bison,Games,58088448,USD,0.99,416,7,4,3.5,1.4,12+
1158,519817714,"Credit Karma: Free Credit Scores, Reports & Alerts",Finance,95494144,USD,0,101679,181,5,5,4.11.1,4+
1159,520777858,The Sandbox - Building & Crafting a Pixel World!,Games,171482112,USD,0,41108,258,4.5,4.5,2,4+
1160,520978510,ZENFORMS: Protectors,Games,111136768,USD,1.99,1127,25,4,4.5,1.3.6,12+
1161,521207075,"RetailMeNot Shopping Deals, Coupons, Savings",Shopping,133086208,USD,0,18544,14,4.5,4.5,4.25,4+
1162,521577043,VinoCell: manage your wine cellar like a pro,Food & Drink,37157888,USD,8.99,248,20,4,4.5,3.5.1,17+
1163,521633439,Dokuro,Games,146078720,USD,1.99,84,4,4.5,5,1.2.6,9+
1164,521640355,Toca Train,Education,81991680,USD,2.99,1397,25,4,3.5,1.0.5,4+
1165,521640648,Toca Band,Education,323621888,USD,2.99,3107,110,4.5,3.5,1.0.6,4+
1166,521671873,My Singing Monsters,Games,240521216,USD,0,130519,1445,4.5,5,2.0.8,4+
1167,521922264,PIP Camera-Selfie Cam&Pic Collage&Photo Editor,Photo & Video,74172416,USD,0,8454,26,4.5,5,3.2.2,4+
1168,522008611,ATracker - Daily Task and Time Tracking,Productivity,153064448,USD,0,1114,34,4.5,4.5,8.7,4+
1169,522029577,Brutal Street,Games,68812800,USD,0,777,0,4.5,0,2.8.0,12+
1170,522408559,Slots - Pharaoh's Way,Games,76591104,USD,0,69610,69,4.5,4,7.4.0,12+
1171,522626820,iTranslate Voice - Speak & Translate in Real Time,Productivity,56189952,USD,6.99,14469,81,4,4,3.1.5,4+
1172,522687241,The Official DVSA Highway Code,Education,67291136,USD,3.99,0,0,0,0,2.3,4+
1173,522826277,"Remind: Fast, Efficient School Messaging",Education,117131264,USD,0,9796,60,4.5,4.5,7.10.1,4+
1174,523403945,Best Skins Creator Pro - for Minecraft PE & PC,Utilities,36002816,USD,1.99,4243,48,4,4.5,5.3.5,4+
1175,523520711,PopCam　Photo,Photo & Video,52942848,USD,0,160,3,4,5,4.0.8,4+
1176,523540409,Nearpod,Education,75843584,USD,0,1057,1,4,2,9.8.5,4+
1177,524299475,AutoRap by Smule,Music,71257088,USD,0,18202,514,4,3.5,2.3.5,12+
1178,524359189,The Amazing Spider-Man,Games,829148559,USD,6.99,17895,10970,4.5,4,1.0.3,12+
1179,524509185,Temple Run: Brave,Games,130115584,USD,1.99,27593,386,4,4,1.6,4+
1180,524644575,BabyScope - Prenatal Listener,Utilities,61694976,USD,4.99,875,51,3,4,4.7.0,4+
1181,524988885,realMyst,Games,1043664896,USD,6.99,708,59,4,4,1.1.1,12+
1182,525176875,Sun Surveyor - Sun & Moon Visualization Tool,Photo & Video,26597376,USD,9.99,183,14,5,5,2.4.2,4+
1183,525195399,Shogi,Games,17691648,USD,0,26,3,4,5,4.11,4+
1184,525246631,Fair Food Maker Game - Make Yummy Carnival Treats,Games,111604736,USD,0,12251,93,4,4,2.1,4+
1185,525507410,Potty Time with Elmo,Education,47083520,USD,2.99,712,53,3.5,2,3,4+
1186,525781368,My Mixtapez Music,Music,84864000,USD,0,26286,2,4.5,3.5,7.0.57,12+
1187,525790167,Fuel Rewards® program,Shopping,58839040,USD,0,2249,495,4.5,4.5,2.5.4,4+
1188,525818572,Poop Break,Utilities,6529024,USD,0.99,21,2,4,3.5,1.3.1,9+
1189,525818839,Plague Inc.,Games,95603712,USD,0.99,143285,406,4.5,4.5,1.14.1,12+
1190,525929300,DiveChamp,Games,41779200,USD,0.99,295,133,4.5,4.5,1.22,4+
1191,526011730,Tom Loves Angela,Entertainment,53489664,USD,0.99,1151,129,4,4,2,4+
1192,526012271,Tom Loves Angela for iPad,Entertainment,55357440,USD,2.99,2286,1060,4,4.5,2,4+
1193,526590469,Jake's Never Land Pirate School,Entertainment,303058944,USD,0.99,4337,398,4,4,1.0.7,4+
1194,526641427,Flow Free,Games,20669440,USD,0,373857,3428,4.5,4.5,2.9,4+
1195,526783584,"Pixlr - Photo Collages, Effects, Overlays, Filters",Photo & Video,73878528,USD,0,2099,4,4,3.5,3.1.2,4+
1196,526819635,JaxReady,Weather,8352768,USD,0,22,4,3.5,1.5,6.0.1,17+
1197,526831380,Storm Shield,Weather,26501120,USD,2.99,2516,994,4.5,5,3.8.3,12+
1198,527143310,CamCard HD -business card scanner & reader,Business,80380928,USD,7.99,319,13,4,4.5,1.2.10,4+
1199,527173191,Pumped: BMX,Games,38629376,USD,1.99,1164,76,5,4.5,1.6,4+
1200,527219710,Sworkit - Custom Workouts for Exercise & Fitness,Health & Fitness,143166464,USD,0,16819,348,5,5,5.4.1,4+
1201,527358348,Fieldrunners 2,Games,89068544,USD,2.99,14214,11,5,3.5,1.9.177609,9+
1202,527445936,Photo Editor by Aviary,Photo & Video,36269056,USD,0,39501,741,4.5,5,4.6.1,12+
1203,527705255,"Hurricane Tracker WESH 2 Orlando, Central Florida",Weather,29992960,USD,0,203,84,4,4.5,4.1,4+
1204,528122602,Bluebeam Revu,Productivity,150128640,USD,9.99,210,2,3,2,3.8.4,4+
1205,528805631,Where's My Perry?,Games,126416896,USD,2.99,24314,123,4.5,3.5,1.7.7.78,4+
1206,528919633,"Seeds Pro For Minecraft - Server, Skins, Community",Games,29258752,USD,1.99,12770,18,4.5,3.5,8.0.5,9+
1207,529096189,Granny Smith,Games,68317184,USD,1.99,8568,1902,4.5,4.5,1.3.1,4+
1208,529096824,Lep's World 2 Plus - super best platformer games,Games,66832384,USD,0.99,8404,79,4.5,4.5,2.6.5,4+
1209,529379082,Lyft,Travel,157950976,USD,0,46922,414,4.5,4.5,4.33.3,4+
1210,529443604,SnoreLab : Record Your Snoring,Medical,56814592,USD,0,1341,266,4.5,4.5,3.7.3,12+
1211,529479190,Clash of Clans,Games,116476928,USD,0,2130805,579,4.5,4.5,9.24.12,9+
1212,529646208,Frax HD - The First Realtime Immersive Fractals,Entertainment,94023680,USD,1.99,298,20,5,5,1.4.2,4+
1213,529652920,Zombie Tsunami,Games,115895296,USD,0,31311,83,4.5,4.5,3.6.3,4+
1214,529815782,The Wonder Weeks,Health & Fitness,28716032,USD,1.99,397,5,2.5,3,6.1.82,17+
1215,529997671,"Disney Channel  Watch Full Episodes, Movies & TV",Entertainment,132038656,USD,0,21082,37,3.5,3.5,5.7.0,4+
1216,530001625,"Disney Junior  Watch Full Episodes, Movies & TV",Entertainment,113905664,USD,0,8077,29,3,2,5.7.0,4+
1217,530003802,"Disney XD  Watch Full Episodes, Movies & Live TV",Entertainment,109049856,USD,0,5703,13,3.5,3,5.7.0,4+
1218,530060483,METAL SLUG 3,Games,151613440,USD,2.99,2798,529,3.5,4,1.2.4,9+
1219,530168168,CBS Full Episodes and Live TV,Entertainment,93207552,USD,0,39436,6,2.5,1.5,4.12,4+
1220,530445196,Dungeon Village,Games,187506688,USD,4.99,1000,15,4.5,4.5,2.02,4+
1221,530621395,Wish - Shopping Made Fun,Shopping,48428032,USD,0,141960,579,4.5,4.5,3.20.6,12+
1222,530809322,"Sight Words Games & Flash Cards for Reading and Spelling Success at School (Learn to Read Preschool, Kindergarten and Grade 1 Kids)",Education,54198272,USD,2.99,59,3,3.5,3.5,2.0.5,4+
1223,530957470,LiveCollage Pro-Photo Collage Maker&Photo Editor,Photo & Video,88022016,USD,1.99,12319,0,4.5,0,5.5.0,4+
1224,530957474,Photo Collage Maker & Photo Editor - Live Collage,Photo & Video,94266368,USD,0,93781,0,4.5,0,5.5.0,4+
1225,531184261,Trigger Fist,Games,144196155,USD,0,69624,58269,4.5,4.5,1.11,12+
1226,531325150,Talking Ginger for iPad,Entertainment,79683584,USD,0,20065,113,4.5,4,2.4.2,4+
1227,531761928,same �,Social Networking,123238400,USD,0,78,0,4,0,4.0.4,17+
1228,531968389,Deck Pass Plus,Sports,10240000,USD,1.99,350,170,3.5,3.5,3.0.1,4+
1229,532046195,Tone Sphere,Games,411227136,USD,1.99,360,4,4.5,5,1.3.1,4+
1230,532138534,Dragon Island Blue,Games,53772288,USD,0.99,9119,1541,5,4.5,1.1.0,9+
1231,533024665,Organ Trail: Director's Cut,Games,245444608,USD,2.99,3389,203,4.5,4.5,2.0.4,12+
1232,533055738,cute icon&wallpaper dressup - CocoPPa,Lifestyle,65789952,USD,0,12508,810,4,4,3.2.8,4+
1233,533079551,DEAD TRIGGER,Games,301228032,USD,0,78918,4345,4.5,4.5,1.9.0,17+
1234,533173905,MY LITTLE PONY: Magic Princess Quests,Games,107032576,USD,0,65201,148,4.5,4,3.5.0,4+
1235,533373729,Fragment's Note,Games,714801152,USD,3.99,1,1,5,5,1.05,4+
1236,533451786,Bad Piggies,Games,260106240,USD,0,26259,38,4.5,3.5,2.3.3,4+
1237,533863652,Odysseus: Long Way Home HD (Full),Games,281676680,USD,4.99,39,39,4,4,1.0.0,4+
1238,533893269,KODAK Kiosk Connect App,Photo & Video,21434368,USD,0,3711,525,4.5,4.5,1.23,4+
1239,533956710,Modern Essentials,Health & Fitness,53814272,USD,6.99,112,9,3.5,3.5,8.0.0,12+
1240,534160364,Snail Bob,Games,210245632,USD,0.99,9453,11,4.5,4.5,1.2.1,4+
1241,534174529,InstaBoard  for Instagram - photos & videos repost,Photo & Video,53230592,USD,0,1571,9,3.5,1.5,3,12+
1242,534282109,Topia World Builder,Games,59056128,USD,1.99,1775,161,3.5,3.5,1.6.1,4+
1243,534342529,Bubble Mania™,Games,189151232,USD,0,122081,49,4.5,4,1.9,4+
1244,534477679,Dr. Panda Hospital,Education,417707008,USD,2.99,372,24,4,4,1.7,4+
1245,534539160,Tapage by My Little App,Lifestyle,54250496,USD,0,41,0,4.5,0,5,17+
1246,534568162,UFC ®,Sports,45790208,USD,0,809,4,2.5,3,3,12+
1247,534960206,Rhonna Collage,Photo & Video,123987968,USD,1.99,239,2,4,5,3.4.1,4+
1248,535127218,Upward Basketball Coach,Sports,36912128,USD,0.99,138,0,3.5,0,2.1.0,4+
1249,535153636,Celebrity Look Alike App - Face Compare,Entertainment,49332224,USD,0,403,5,2.5,1,4.45,4+
1250,535176909,BADLAND,Games,222380032,USD,2.99,21325,195,4.5,4.5,3.3.3,9+
1251,535338086,Certified Mixtapes - Hip Hop Albums & Mixtapes,Music,41123840,USD,0,9975,15,4.5,3,2.7.3,12+
1252,535500008,Hungry Shark Evolution,Games,320535552,USD,0,83784,358,4.5,4.5,4.8,12+
1253,535609266,Into the Dead,Games,171828224,USD,0,32492,2346,4.5,4.5,2.5,12+
1254,535640259,Fitstar Personal Trainer,Health & Fitness,50043904,USD,0,7496,79,4.5,4.5,3.1,4+
1255,535731343,"Oje, ich wachse!",Health & Fitness,26168320,USD,1.99,0,0,0,0,6.1.8,4+
1256,535811906,"Over— Edit Photos, Add Text & Captions to Pictures",Photo & Video,109300736,USD,0,16221,165,4.5,4.5,4.3.1,4+
1257,535886823,Google Chrome  The Fast and Secure Web Browser,Utilities,95385600,USD,0,55750,163,3.5,3,58.0.3029.113,17+
1258,536040665,Tentacles: Enter the Dolphin,Games,580818944,USD,2.99,1678,4,4.5,5,1.2.1,9+
1259,536049508,Full Fitness : Exercise Workout Trainer,Health & Fitness,104803328,USD,2.99,7573,884,4.5,4.5,3.1,4+
1260,536433148,Trainz Driver - train driving game and realistic railroad simulator,Games,384385024,USD,2.99,2228,252,4,4,1.1.4,4+
1261,536475199,Toddler Counting 123,Education,60891136,USD,0.99,121,42,4,4,3.1,4+
1262,536495161,Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD,Photo & Video,22585344,USD,2.99,2079,760,4.5,4.5,2.52,4+
1263,537263603,UNO ™ & Friends,Games,131464192,USD,0,68911,2137,4,4,3.3.3,9+
1264,537280156,Raiden Legacy,Games,177562624,USD,4.99,443,12,4.5,4,1.8,9+
1265,537452201,BrainHQ - Brain Training,Education,72673280,USD,0,684,0,4,0,5.9,4+
1266,537524388,Block Earth,Games,85463040,USD,4.99,2089,278,4,5,1.8.5,4+
1267,537773100,Bastion,Games,1281059840,USD,4.99,14247,320,4.5,4.5,1.4,12+
1268,537931449,Rayman Jungle Run,Games,78690304,USD,2.99,25517,273,4.5,4,1.3.6,9+
1269,537961396,TEDICT - Learn English with TED Video,Education,6398976,USD,2.99,77,2,4.5,4.5,6.1,4+
1270,538212549,Big Fish Casino  Best Vegas Slot Machines & Games,Games,108107776,USD,0,113959,707,4.5,4.5,10.3.1,12+
1271,538407602,SpellingCity,Education,109510656,USD,0,1566,402,3.5,3.5,1.9.13,4+
1272,539124565,"We Heart It - Fashion, wallpapers, quotes, tattoos",Social Networking,79953920,USD,0,90414,44,5,4,8.3.0,12+
1273,539291461,IronMobile - Ironman Athlete Tracker,Sports,5086208,USD,0.99,126,4,3,1.5,3.22,4+
1274,539354240,Been Together,Lifestyle,50371584,USD,0.99,20,1,4.5,5,2.0.4,4+
1275,539587329,Hurricane Impact by HurricaneTrack.com,Weather,7477248,USD,2.99,60,7,3.5,4.5,1.11.6,4+
1276,539943615,Voice Translate Pro,Business,20605952,USD,3.99,1158,4,4.5,5,1.1.7,4+
1277,540392362,Castle Raid,Games,47127849,USD,0.99,1087,895,4.5,4.5,1.02,9+
1278,540925164,Need for Speed™ Most Wanted,Games,2023336960,USD,4.99,7315,161,4,3,1.0.54,4+
1279,541517597,Tiny Wings HD,Games,28681216,USD,2.99,12181,76,4.5,4.5,2.2,4+
1280,541672969,Robot Unicorn Attack 2,Games,106917888,USD,0,21432,269,4.5,4.5,1.7.3,9+
1281,541868325,Presidential Election & Electoral College Maps,News,32719872,USD,2.99,222,1,3.5,3,2.1,4+
1282,542180079,The Secret Society® - Hidden Mystery,Games,1433910272,USD,0,168674,252,4,4.5,1.25.2500,4+
1283,542397575,Space Agency,Games,34965504,USD,1.99,1565,1,4.5,5,1.5.2,4+
1284,542511686,NBC Sports,Sports,129395712,USD,0,47172,28,2.5,2.5,5.4,4+
1285,542909191,Unfilth Your Habitat,Productivity,12316672,USD,0.99,321,112,4.5,4.5,1.4,17+
1286,543032054,WiFi Map Pro - Scan & Get Passwords for free Wi-Fi,Travel,87569408,USD,4.99,1155,10,4,5,4,4+
1287,543054341,Word Search Colorful,Games,19643392,USD,0,7131,17,4,4.5,4.98.98,12+
1288,543119010,Wireless Transfer App:Sync backup photo and video,Photo & Video,35957760,USD,2.99,1810,15,4.5,4,4.5,4+
1289,543186831,8 Ball Pool™,Games,86776832,USD,0,416736,19076,4.5,4.5,3.9.1,4+
1290,543577420,Photo Grid - photo collage maker & photo editor,Photo & Video,112073728,USD,0,40531,10,4.5,4.5,6.1.80,4+
1291,543672169,ownCloud,Productivity,34676736,USD,0.99,249,1,3,2,3.6.0,17+
1292,544007664,"YouTube - Watch Videos, Music, and Live Streams",Photo & Video,124673024,USD,0,278166,0,2.5,0,12.21,17+
1293,544007969,TimeTraks,Entertainment,698800,USD,0.99,68,29,2,2,1.1.0,4+
1294,544118997,"Shopular Coupons, Weekly Deals for Target, Walmart",Shopping,52582400,USD,0,22729,997,5,5,6.8,4+
1295,544119998,Magellan,Music,44860416,USD,2.99,313,16,4.5,4.5,4,4+
1296,544372354,Real Metronome Pro,Music,56131584,USD,1.99,95,22,4,4,2.5.7,4+
1297,544549986,McGraw-Hill K-12 ConnectED Mobile,Education,26227712,USD,0,594,10,2.5,3.5,1.6.9,4+
1298,544695089,The World Ends with You: Solo Remix,Games,2664228864,USD,17.99,2760,187,4.5,5,1.2.4,9+
1299,545229893,Bad Piggies HD,Games,260040704,USD,0,19018,81,4.5,4.5,2.3.3,4+
1300,545519333,Amazon Prime Video,Entertainment,69435392,USD,0,43667,1109,4,4.5,4.4.1,12+
1301,545623778,Camera360 Concept - HelloCamera,Photo & Video,45243392,USD,0.99,1335,9,4.5,4.5,1.1.1,4+
1302,545689128,Hurricane by American Red Cross,Weather,54710272,USD,0,1158,5,4,3,3.4,4+
1303,545813738,Finding Nemo Storybook Deluxe,Book,1131319296,USD,2.99,117,7,4,2.5,2,4+
1304,545993260,Weather & Radar,Weather,94449664,USD,0,37,2,4,3.5,4.3.2,4+
1305,546287349,PetWorld 3D: My Animal Rescue Premium,Games,177914880,USD,5.99,1815,6,4,4.5,4.1,4+
1306,546473125,"Quizlet: Study Flashcards, Languages & Vocabulary",Education,95381504,USD,0,16683,23,4.5,4,2.11,4+
1307,546630411,Can Knockdown 3,Games,151453696,USD,1.99,1135,213,4.5,5,1.3,4+
1308,546688555,Super Why! ABC Adventures,Education,147821568,USD,3.99,242,1,3,2,3.3,4+
1309,546821797,Photo Editor-,Photo & Video,46732288,USD,0,9095,411,4.5,4.5,5.0.4,4+
1310,546871573,Bingo!™,Games,236914688,USD,0,56852,6,4.5,3,2.4.11,12+
1311,546937504,Blendamaze,Games,53692416,USD,2.99,1504,40,4.5,4.5,3.1,4+
1312,547100072,DMBX 2 - Mountain Bike and BMX,Games,165738053,USD,1.99,42,20,4,4,1.1.0,4+
1313,547101139,Traffic Racer,Games,132160512,USD,0,22458,369,4.5,4.5,2.4.1,4+
1314,547109049,"Karaoke - Sing Karaoke, Unlimited Songs!",Music,95711232,USD,0,28606,955,4.5,4.5,4.1.5,4+
1315,547305617,Bingo Pop,Games,274991104,USD,0,18971,36,4,4,3.11.25,12+
1316,547566699,Infectonator,Games,25939813,USD,0.99,3069,1315,4.5,4.5,1.4,9+
1317,547702041,Tinder,Lifestyle,126720000,USD,0,143040,114,3.5,4,7.5.1,17+
1318,547951480,ZARA,Shopping,61317120,USD,0,2731,48,4.5,4.5,3.3,4+
1319,548580856,Slayin,Games,22982656,USD,0.99,45574,34080,4.5,4.5,2,12+
1320,548753732,"Handwriting Without Tears: Wet-Dry-Try for Capitals, Numbers & Lowercase",Education,69922816,USD,4.99,382,10,3.5,4,1.49,4+
1321,548946769,Stick Texting Emoji Emoticons Killer,Utilities,90030080,USD,1.99,321,13,3,2.5,1.1,9+
1322,549027629,Super Hexagon,Games,33219584,USD,2.99,10748,1842,4.5,4.5,2.3,4+
1323,549105915,True Skate,Games,66697216,USD,1.99,11065,35,4,3.5,1.4.24,4+
1324,550058952,I see! Math1,Education,96665600,USD,4.99,0,0,0,0,2.0.8,4+
1325,550067264,Cafeteria Nipponica,Games,186856448,USD,4.99,274,4,4.5,5,2.01,4+
1326,550221096,STARZ,Entertainment,110111744,USD,0,8971,267,3.5,4.5,3.3.1,17+
1327,550252401,Pac-12 Now,Sports,71500800,USD,0,1221,6,3,3,2.13,4+
1328,550902799,Camera+ for iPad,Photo & Video,62664704,USD,4.99,641,22,3.5,3.5,2,4+
1329,550946484,Word Chums,Games,90521600,USD,3.99,11536,171,5,5,2.2.3,4+
1330,550971517,Dr. Panda's Restaurant,Games,125091840,USD,1.99,370,116,4,4.5,2.5,4+
1331,551215116,LAMP Words For Life,Education,583263232,USD,299.99,41,0,4,0,1.5.5,4+
